jour,dep,P,cas_glissant
2020-08-05,87,1,1
2020-08-05,88,3,2
2020-08-05,89,6,3
2020-08-05,90,3,2
2020-08-05,91,59,49
2020-08-05,92,97,70
2020-08-05,93,98,74
2020-08-05,94,96,61
2020-08-05,95,51,43
2020-08-05,971,3,4
2020-08-05,972,10,9
2020-08-05,973,48,58
2020-08-05,974,3,5
2020-08-05,975,0,0
2020-08-05,976,18,11
2020-08-05,977,1,0
2020-08-05,978,4,2
2020-08-06,01,15,10
2020-08-06,02,1,4
2020-08-06,03,1,1
2020-08-06,04,3,2
2020-08-06,05,3,1
2020-08-06,06,64,46
2020-08-06,07,1,2
2020-08-06,08,3,1
2020-08-06,09,1,1
2020-08-06,10,9,4
2020-08-06,11,2,2
2020-08-06,12,0,2
2020-08-06,13,173,123
2020-08-06,14,2,3
2020-08-06,15,0,0
2020-08-06,16,1,0
2020-08-06,17,1,3
2020-08-06,18,1,1
2020-08-06,19,5,2
2020-08-06,21,7,6
2020-08-06,22,10,7
2020-08-06,23,2,1
2020-08-06,24,1,1
2020-08-06,25,10,5
2020-08-06,26,4,2
2020-08-06,27,10,5
2020-08-06,28,14,7
2020-08-06,29,11,10
2020-08-06,2A,4,1
2020-08-06,2B,0,1
2020-08-06,30,23,16
2020-08-06,31,106,54
2020-08-06,32,0,1
2020-08-06,33,31,15
2020-08-06,34,32,21
2020-08-06,35,21,31
2020-08-06,36,6,1
2020-08-06,37,10,6
2020-08-06,38,9,11
2020-08-06,39,1,1
2020-08-06,40,5,1
2020-08-06,41,1,3
2020-08-06,42,14,11
2020-08-06,43,1,0
2020-08-06,44,46,27
2020-08-06,45,33,14
2020-08-06,46,1,1
2020-08-06,47,1,2
2020-08-06,48,0,0
2020-08-06,49,14,10
2020-08-06,50,1,2
2020-08-06,51,10,8
2020-08-06,52,1,1
2020-08-06,53,17,12
2020-08-06,54,43,22
2020-08-06,55,1,1
2020-08-06,56,8,8
2020-08-06,57,44,19
2020-08-06,58,1,1
2020-08-06,59,118,92
2020-08-06,60,19,13
2020-08-06,61,2,1
2020-08-06,62,21,15
2020-08-06,63,6,7
2020-08-06,64,14,5
2020-08-06,65,3,2
2020-08-06,66,3,2
2020-08-06,67,14,14
2020-08-06,68,20,12
2020-08-06,69,34,29
2020-08-06,70,4,3
2020-08-06,71,0,1
2020-08-06,72,21,25
2020-08-06,73,9,6
2020-08-06,74,30,28
2020-08-06,75,244,147
2020-08-06,76,19,15
2020-08-06,77,35,36
2020-08-06,78,59,57
2020-08-06,79,1,1
2020-08-06,80,4,5
2020-08-06,81,5,6
2020-08-06,82,3,2
2020-08-06,83,40,29
2020-08-06,84,14,12
2020-08-06,85,4,3
2020-08-06,86,4,2
2020-08-06,87,2,1
2020-08-06,88,2,2
2020-08-06,89,8,4
2020-08-06,90,0,1
2020-08-06,91,68,50
2020-08-06,92,113,76
2020-08-06,93,115,77
2020-08-06,94,72,63
2020-08-06,95,65,46
2020-08-06,971,18,6
2020-08-06,972,9,10
2020-08-06,973,55,57
2020-08-06,974,9,4
2020-08-06,975,0,0
2020-08-06,976,19,11
2020-08-06,977,0,0
2020-08-06,978,4,3
2020-08-07,01,9,9
2020-08-07,02,6,5
2020-08-07,03,1,1
2020-08-07,04,8,2
2020-08-07,05,3,2
2020-08-07,06,79,52
2020-08-07,07,7,2
2020-08-07,08,0,1
2020-08-07,09,0,1
2020-08-07,10,3,4
2020-08-07,11,2,2
2020-08-07,12,1,2
2020-08-07,13,197,135
2020-08-07,14,5,3
2020-08-07,15,2,1
2020-08-07,16,0,0
2020-08-07,17,5,4
2020-08-07,18,3,1
2020-08-07,19,0,1
2020-08-07,21,3,6
2020-08-07,22,8,7
2020-08-07,23,1,1
2020-08-07,24,1,1
2020-08-07,25,4,4
2020-08-07,26,4,3
2020-08-07,27,7,6
2020-08-07,28,4,7
2020-08-07,29,20,12
2020-08-07,2A,2,2
2020-08-07,2B,0,1
2020-08-07,30,15,15
2020-08-07,31,80,59
2020-08-07,32,1,1
2020-08-07,33,27,18
2020-08-07,34,49,23
2020-08-07,35,19,27
2020-08-07,36,2,1
2020-08-07,37,11,6
2020-08-07,38,29,14
2020-08-07,39,6,2
2020-08-07,40,4,2
2020-08-07,41,3,2
2020-08-07,42,6,10
2020-08-07,43,0,0
2020-08-07,44,34,26
2020-08-07,45,33,18
2020-08-07,46,2,1
2020-08-07,47,6,3
2020-08-07,48,0,0
2020-08-07,49,18,11
2020-08-07,50,2,2
2020-08-07,51,4,7
2020-08-07,52,3,2
2020-08-07,53,12,13
2020-08-07,54,20,21
2020-08-07,55,1,1
2020-08-07,56,25,10
2020-08-07,57,31,20
2020-08-07,58,2,1
2020-08-07,59,118,94
2020-08-07,60,20,15
2020-08-07,61,4,1
2020-08-07,62,18,16
2020-08-07,63,5,7
2020-08-07,64,12,6
2020-08-07,65,5,3
2020-08-07,66,5,2
2020-08-07,67,11,13
2020-08-07,68,10,10
2020-08-07,69,63,33
2020-08-07,70,10,4
2020-08-07,71,3,2
2020-08-07,72,38,26
2020-08-07,73,2,6
2020-08-07,74,33,28
2020-08-07,75,244,164
2020-08-07,76,27,17
2020-08-07,77,66,40
2020-08-07,78,69,58
2020-08-07,79,3,1
2020-08-07,80,2,5
2020-08-07,81,2,5
2020-08-07,82,3,2
2020-08-07,83,55,34
2020-08-07,84,20,13
2020-08-07,85,9,4
2020-08-07,86,3,2
2020-08-07,87,2,1
2020-08-07,88,2,2
2020-08-07,89,2,4
2020-08-07,90,3,1
2020-08-07,91,77,54
2020-08-07,92,102,80
2020-08-07,93,122,83
2020-08-07,94,112,67
2020-08-07,95,62,49
2020-08-07,971,6,6
2020-08-07,972,6,9
2020-08-07,973,61,54
2020-08-07,974,12,5
2020-08-07,975,0,0
2020-08-07,976,11,12
2020-08-07,977,1,0
2020-08-07,978,8,4
2020-08-08,01,8,10
2020-08-08,02,0,4
2020-08-08,03,0,1
2020-08-08,04,3,3
2020-08-08,05,2,2
2020-08-08,06,32,50
2020-08-08,07,2,2
2020-08-08,08,0,1
2020-08-08,09,0,1
2020-08-08,10,1,4
2020-08-08,11,0,2
2020-08-08,12,0,1
2020-08-08,13,74,140
2020-08-08,14,8,4
2020-08-08,15,1,1
2020-08-08,16,0,0
2020-08-08,17,1,3
2020-08-08,18,1,2
2020-08-08,19,0,1
2020-08-08,21,2,6
2020-08-08,22,3,7
2020-08-08,23,0,1
2020-08-08,24,1,1
2020-08-08,25,3,4
2020-08-08,26,2,2
2020-08-08,27,2,6
2020-08-08,28,5,7
2020-08-08,29,6,13
2020-08-08,2A,0,2
2020-08-08,2B,1,1
2020-08-08,30,14,16
2020-08-08,31,25,60
2020-08-08,32,0,1
2020-08-08,33,6,17
2020-08-08,34,24,26
2020-08-08,35,8,26
2020-08-08,36,0,1
2020-08-08,37,5,7
2020-08-08,38,6,14
2020-08-08,39,3,2
2020-08-08,40,1,2
2020-08-08,41,2,2
2020-08-08,42,15,11
2020-08-08,43,1,0
2020-08-08,44,11,26
2020-08-08,45,24,20
2020-08-08,46,0,1
2020-08-08,47,7,4
2020-08-08,48,0,0
2020-08-08,49,4,12
2020-08-08,50,0,2
2020-08-08,51,1,6
2020-08-08,52,1,2
2020-08-08,53,8,12
2020-08-08,54,16,22
2020-08-08,55,0,1
2020-08-08,56,13,12
2020-08-08,57,6,19
2020-08-08,58,2,1
2020-08-08,59,50,92
2020-08-08,60,6,14
2020-08-08,61,3,2
2020-08-08,62,9,16
2020-08-08,63,6,7
2020-08-08,64,3,6
2020-08-08,65,0,2
2020-08-08,66,2,3
2020-08-08,67,5,12
2020-08-08,68,11,10
2020-08-08,69,17,34
2020-08-08,70,3,4
2020-08-08,71,3,2
2020-08-08,72,16,26
2020-08-08,73,4,6
2020-08-08,74,15,27
2020-08-08,75,150,178
2020-08-08,76,11,17
2020-08-08,77,30,40
2020-08-08,78,17,59
2020-08-08,79,0,1
2020-08-08,80,2,4
2020-08-08,81,2,5
2020-08-08,82,5,2
2020-08-08,83,22,35
2020-08-08,84,6,13
2020-08-08,85,1,3
2020-08-08,86,4,2
2020-08-08,87,0,1
2020-08-08,88,1,2
2020-08-08,89,1,4
2020-08-08,90,2,2
2020-08-08,91,22,55
2020-08-08,92,28,77
2020-08-08,93,57,84
2020-08-08,94,29,66
2020-08-08,95,23,50
2020-08-08,971,7,7
2020-08-08,972,4,10
2020-08-08,973,29,51
2020-08-08,974,7,6
2020-08-08,975,0,0
2020-08-08,976,7,12
2020-08-08,977,0,0
2020-08-08,978,1,4
2020-08-09,01,1,9
2020-08-09,02,1,4
2020-08-09,03,0,1
2020-08-09,04,1,3
2020-08-09,05,2,2
2020-08-09,06,3,50
2020-08-09,07,1,2
2020-08-09,08,0,1
2020-08-09,09,0,1
2020-08-09,10,0,4
2020-08-09,11,0,2
2020-08-09,12,0,1
2020-08-09,13,13,140
2020-08-09,14,5,4
2020-08-09,15,0,1
2020-08-09,16,0,0
2020-08-09,17,0,3
2020-08-09,18,0,2
2020-08-09,19,0,1
2020-08-09,21,2,6
2020-08-09,22,3,8
2020-08-09,23,0,1
2020-08-09,24,0,1
2020-08-09,25,0,4
2020-08-09,26,1,2
2020-08-09,27,1,6
2020-08-09,28,0,7
2020-08-09,29,3,13
2020-08-09,2A,1,2
2020-08-09,2B,0,1
2020-08-09,30,11,17
2020-08-09,31,14,61
2020-08-09,32,0,1
2020-08-09,33,9,18
2020-08-09,34,6,27
2020-08-09,35,3,26
2020-08-09,36,0,1
2020-08-09,37,1,7
2020-08-09,38,3,14
2020-08-09,39,0,2
2020-08-09,40,0,2
2020-08-09,41,0,2
2020-08-09,42,1,11
2020-08-09,43,0,0
2020-08-09,44,10,26
2020-08-09,45,0,19
2020-08-09,46,0,1
2020-08-09,47,1,4
2020-08-09,48,0,0
2020-08-09,49,1,11
2020-08-09,50,1,2
2020-08-09,51,1,6
2020-08-09,52,0,2
2020-08-09,53,5,12
2020-08-09,54,0,22
2020-08-09,55,0,1
2020-08-09,56,1,11
2020-08-09,57,0,19
2020-08-09,58,0,1
2020-08-09,59,10,93
2020-08-09,60,3,13
2020-08-09,61,0,2
2020-08-09,62,1,16
2020-08-09,63,2,7
2020-08-09,64,0,6
2020-08-09,65,0,2
2020-08-09,66,3,3
2020-08-09,67,0,12
2020-08-09,68,0,10
2020-08-09,69,6,35
2020-08-09,70,0,4
2020-08-09,71,1,2
2020-08-09,72,0,26
2020-08-09,73,1,7
2020-08-09,74,3,27
2020-08-09,75,147,194
2020-08-09,76,7,16
2020-08-09,77,7,40
2020-08-09,78,6,59
2020-08-09,79,2,2
2020-08-09,80,0,4
2020-08-09,81,0,5
2020-08-09,82,0,2
2020-08-09,83,4,35
2020-08-09,84,1,13
2020-08-09,85,0,3
2020-08-09,86,0,2
2020-08-09,87,0,1
2020-08-09,88,0,2
2020-08-09,89,0,4
2020-08-09,90,1,2
2020-08-09,91,6,54
2020-08-09,92,21,78
2020-08-09,93,14,85
2020-08-09,94,17,67
2020-08-09,95,13,51
2020-08-09,971,5,7
2020-08-09,972,1,10
2020-08-09,973,16,51
2020-08-09,974,6,7
2020-08-09,975,0,0
2020-08-09,976,0,12
2020-08-09,977,0,0
2020-08-09,978,0,4
2020-08-10,01,22,11
2020-08-10,02,9,3
2020-08-10,03,5,1
2020-08-10,04,8,4
2020-08-10,05,3,2
2020-08-10,06,121,61
2020-08-10,07,7,3
2020-08-10,08,2,1
2020-08-10,09,0,0
2020-08-10,10,5,4
2020-08-10,11,8,3
2020-08-10,12,3,1
2020-08-10,13,323,160
2020-08-10,14,8,5
2020-08-10,15,0,1
2020-08-10,16,2,1
2020-08-10,17,7,3
2020-08-10,18,5,2
2020-08-10,19,2,1
2020-08-10,21,4,5
2020-08-10,22,7,7
2020-08-10,23,2,1
2020-08-10,24,1,1
2020-08-10,25,12,5
2020-08-10,26,9,4
2020-08-10,27,8,6
2020-08-10,28,14,7
2020-08-10,29,18,13
2020-08-10,2A,2,2
2020-08-10,2B,2,1
2020-08-10,30,32,20
2020-08-10,31,59,60
2020-08-10,32,8,2
2020-08-10,33,54,23
2020-08-10,34,62,31
2020-08-10,35,23,24
2020-08-10,36,5,2
2020-08-10,37,8,6
2020-08-10,38,18,14
2020-08-10,39,2,2
2020-08-10,40,2,2
2020-08-10,41,11,3
2020-08-10,42,27,13
2020-08-10,43,5,1
2020-08-10,44,47,29
2020-08-10,45,35,22
2020-08-10,46,1,1
2020-08-10,47,4,4
2020-08-10,48,0,0
2020-08-10,49,20,12
2020-08-10,50,4,2
2020-08-10,51,14,7
2020-08-10,52,0,1
2020-08-10,53,9,11
2020-08-10,54,13,20
2020-08-10,55,2,1
2020-08-10,56,10,11
2020-08-10,57,14,19
2020-08-10,58,0,1
2020-08-10,59,120,89
2020-08-10,60,19,14
2020-08-10,61,4,2
2020-08-10,62,42,18
2020-08-10,63,4,6
2020-08-10,64,11,8
2020-08-10,65,5,3
2020-08-10,66,3,3
2020-08-10,67,22,11
2020-08-10,68,10,9
2020-08-10,69,81,42
2020-08-10,70,8,4
2020-08-10,71,6,3
2020-08-10,72,28,27
2020-08-10,73,5,6
2020-08-10,74,26,26
2020-08-10,75,287,207
2020-08-10,76,13,16
2020-08-10,77,56,41
2020-08-10,78,51,53
2020-08-10,79,1,2
2020-08-10,80,5,4
2020-08-10,81,8,5
2020-08-10,82,6,3
2020-08-10,83,88,42
2020-08-10,84,18,13
2020-08-10,85,5,3
2020-08-10,86,6,3
2020-08-10,87,3,1
2020-08-10,88,11,3
2020-08-10,89,2,3
2020-08-10,90,5,2
2020-08-10,91,86,57
2020-08-10,92,143,86
2020-08-10,93,151,94
2020-08-10,94,124,74
2020-08-10,95,57,51
2020-08-10,971,20,9
2020-08-10,972,20,11
2020-08-10,973,61,52
2020-08-10,974,18,8
2020-08-10,975,0,0
2020-08-10,976,18,12
2020-08-10,977,0,0
2020-08-10,978,5,4
2020-08-11,01,11,11
2020-08-11,02,9,4
2020-08-11,03,2,1
2020-08-11,04,11,5
2020-08-11,05,2,2
2020-08-11,06,100,66
2020-08-11,07,6,4
2020-08-11,08,2,1
2020-08-11,09,3,1
2020-08-11,10,5,4
2020-08-11,11,7,3
2020-08-11,12,0,1
2020-08-11,13,242,171
2020-08-11,14,8,6
2020-08-11,15,1,1
2020-08-11,16,0,0
2020-08-11,17,4,3
2020-08-11,18,0,2
2020-08-11,19,4,2
2020-08-11,21,5,5
2020-08-11,22,4,7
2020-08-11,23,2,1
2020-08-11,24,1,1
2020-08-11,25,8,6
2020-08-11,26,5,4
2020-08-11,27,8,7
2020-08-11,28,5,7
2020-08-11,29,16,13
2020-08-11,2A,0,1
2020-08-11,2B,1,1
2020-08-11,30,29,21
2020-08-11,31,96,63
2020-08-11,32,4,2
2020-08-11,33,39,26
2020-08-11,34,68,38
2020-08-11,35,27,20
2020-08-11,36,3,2
2020-08-11,37,8,6
2020-08-11,38,16,13
2020-08-11,39,2,2
2020-08-11,40,5,3
2020-08-11,41,4,4
2020-08-11,42,20,14
2020-08-11,43,1,1
2020-08-11,44,31,29
2020-08-11,45,36,24
2020-08-11,46,1,1
2020-08-11,47,3,4
2020-08-11,48,1,0
2020-08-11,49,21,13
2020-08-11,50,3,2
2020-08-11,51,11,7
2020-08-11,52,3,1
2020-08-11,53,10,11
2020-08-11,54,11,18
2020-08-11,55,5,1
2020-08-11,56,8,11
2020-08-11,57,23,19
2020-08-11,58,4,1
2020-08-11,59,141,95
2020-08-11,60,20,14
2020-08-11,61,6,3
2020-08-11,62,14,18
2020-08-11,63,7,6
2020-08-11,64,18,9
2020-08-11,65,2,3
2020-08-11,66,4,3
2020-08-11,67,24,13
2020-08-11,68,13,10
2020-08-11,69,82,47
2020-08-11,70,6,5
2020-08-11,71,6,3
2020-08-11,72,28,26
2020-08-11,73,5,5
2020-08-11,74,38,25
2020-08-11,75,249,217
2020-08-11,76,21,16
2020-08-11,77,49,42
2020-08-11,78,72,49
2020-08-11,79,4,2
2020-08-11,80,4,4
2020-08-11,81,14,6
2020-08-11,82,3,3
2020-08-11,83,66,45
2020-08-11,84,22,14
2020-08-11,85,4,3
2020-08-11,86,10,4
2020-08-11,87,3,2
2020-08-11,88,14,5
2020-08-11,89,3,3
2020-08-11,90,4,3
2020-08-11,91,102,60
2020-08-11,92,118,89
2020-08-11,93,126,98
2020-08-11,94,112,80
2020-08-11,95,82,50
2020-08-11,971,38,14
2020-08-11,972,30,11
2020-08-11,973,52,46
2020-08-11,974,36,13
2020-08-11,975,0,0
2020-08-11,976,16,13
2020-08-11,977,0,0
2020-08-11,978,4,4
2020-08-12,01,15,12
2020-08-12,02,6,5
2020-08-12,03,0,1
2020-08-12,04,9,6
2020-08-12,05,2,2
2020-08-12,06,97,71
2020-08-12,07,5,4
2020-08-12,08,0,1
2020-08-12,09,3,1
2020-08-12,10,1,3
2020-08-12,11,13,5
2020-08-12,12,5,1
2020-08-12,13,289,187
2020-08-12,14,9,6
2020-08-12,15,0,1
2020-08-12,16,3,1
2020-08-12,17,3,3
2020-08-12,18,0,1
2020-08-12,19,5,2
2020-08-12,21,15,5
2020-08-12,22,2,5
2020-08-12,23,10,2
2020-08-12,24,3,1
2020-08-12,25,11,7
2020-08-12,26,6,4
2020-08-12,27,5,6
2020-08-12,28,14,8
2020-08-12,29,12,12
2020-08-12,2A,2,2
2020-08-12,2B,2,1
2020-08-12,30,39,23
2020-08-12,31,92,67
2020-08-12,32,3,2
2020-08-12,33,62,33
2020-08-12,34,101,49
2020-08-12,35,27,18
2020-08-12,36,2,3
2020-08-12,37,16,8
2020-08-12,38,40,17
2020-08-12,39,3,2
2020-08-12,40,6,3
2020-08-12,41,6,4
2020-08-12,42,9,13
2020-08-12,43,2,1
2020-08-12,44,39,31
2020-08-12,45,41,29
2020-08-12,46,1,1
2020-08-12,47,5,4
2020-08-12,48,2,0
2020-08-12,49,23,14
2020-08-12,50,4,2
2020-08-12,51,13,8
2020-08-12,52,2,1
2020-08-12,53,11,10
2020-08-12,54,20,18
2020-08-12,55,6,2
2020-08-12,56,6,10
2020-08-12,57,48,24
2020-08-12,58,2,2
2020-08-12,59,141,100
2020-08-12,60,9,14
2020-08-12,61,8,4
2020-08-12,62,19,18
2020-08-12,63,11,6
2020-08-12,64,14,10
2020-08-12,65,8,3
2020-08-12,66,12,5
2020-08-12,67,25,14
2020-08-12,68,14,11
2020-08-12,69,96,54
2020-08-12,70,1,5
2020-08-12,71,5,3
2020-08-12,72,29,23
2020-08-12,73,8,5
2020-08-12,74,31,25
2020-08-12,75,269,227
2020-08-12,76,17,16
2020-08-12,77,79,46
2020-08-12,78,66,49
2020-08-12,79,1,2
2020-08-12,80,3,3
2020-08-12,81,17,7
2020-08-12,82,9,4
2020-08-12,83,75,50
2020-08-12,84,29,16
2020-08-12,85,3,4
2020-08-12,86,5,5
2020-08-12,87,1,2
2020-08-12,88,8,5
2020-08-12,89,5,3
2020-08-12,90,1,2
2020-08-12,91,75,62
2020-08-12,92,115,91
2020-08-12,93,167,107
2020-08-12,94,123,84
2020-08-12,95,53,51
2020-08-12,971,23,17
2020-08-12,972,20,13
2020-08-12,973,44,45
2020-08-12,974,21,16
2020-08-12,975,0,0
2020-08-12,976,15,12
2020-08-12,977,1,0
2020-08-12,978,6,4
2020-08-13,01,16,12
2020-08-13,02,2,5
2020-08-13,03,2,1
2020-08-13,04,9,7
2020-08-13,05,5,3
2020-08-13,06,128,80
2020-08-13,07,5,5
2020-08-13,08,3,1
2020-08-13,09,1,1
2020-08-13,10,9,3
2020-08-13,11,8,5
2020-08-13,12,8,2
2020-08-13,13,354,213
2020-08-13,14,7,7
2020-08-13,15,0,1
2020-08-13,16,4,1
2020-08-13,17,6,4
2020-08-13,18,5,2
2020-08-13,19,2,2
2020-08-13,21,7,5
2020-08-13,22,10,5
2020-08-13,23,2,2
2020-08-13,24,3,1
2020-08-13,25,17,8
2020-08-13,26,17,6
2020-08-13,27,13,6
2020-08-13,28,31,10
2020-08-13,29,31,15
2020-08-13,2A,0,1
2020-08-13,2B,1,1
2020-08-13,30,36,25
2020-08-13,31,120,69
2020-08-13,32,4,3
2020-08-13,33,79,39
2020-08-13,34,118,61
2020-08-13,35,18,18
2020-08-13,36,0,2
2020-08-13,37,17,9
2020-08-13,38,36,21
2020-08-13,39,2,3
2020-08-13,40,3,3
2020-08-13,41,8,5
2020-08-13,42,22,14
2020-08-13,43,2,2
2020-08-13,44,40,30
2020-08-13,45,56,32
2020-08-13,46,3,1
2020-08-13,47,5,4
2020-08-13,48,0,0
2020-08-13,49,26,16
2020-08-13,50,2,2
2020-08-13,51,17,9
2020-08-13,52,2,2
2020-08-13,53,10,9
2020-08-13,54,37,17
2020-08-13,55,2,2
2020-08-13,56,7,10
2020-08-13,57,19,20
2020-08-13,58,0,1
2020-08-13,59,148,104
2020-08-13,60,22,14
2020-08-13,61,5,4
2020-08-13,62,23,18
2020-08-13,63,8,6
2020-08-13,64,26,12
2020-08-13,65,11,4
2020-08-13,66,7,5
2020-08-13,67,25,16
2020-08-13,68,13,10
2020-08-13,69,119,66
2020-08-13,70,3,4
2020-08-13,71,10,5
2020-08-13,72,67,29
2020-08-13,73,5,4
2020-08-13,74,27,25
2020-08-13,75,272,231
2020-08-13,76,21,17
2020-08-13,77,66,50
2020-08-13,78,97,54
2020-08-13,79,3,2
2020-08-13,80,2,3
2020-08-13,81,14,8
2020-08-13,82,0,4
2020-08-13,83,75,55
2020-08-13,84,32,18
2020-08-13,85,10,5
2020-08-13,86,7,5
2020-08-13,87,2,2
2020-08-13,88,9,6
2020-08-13,89,5,3
2020-08-13,90,3,3
2020-08-13,91,110,68
2020-08-13,92,152,97
2020-08-13,93,178,116
2020-08-13,94,192,101
2020-08-13,95,98,55
2020-08-13,971,53,22
2020-08-13,972,24,15
2020-08-13,973,75,48
2020-08-13,974,44,21
2020-08-13,975,0,0
2020-08-13,976,11,11
2020-08-13,977,0,0
2020-08-13,978,14,5
2020-08-14,01,25,14
2020-08-14,02,0,4
2020-08-14,03,3,2
2020-08-14,04,10,7
2020-08-14,05,4,3
2020-08-14,06,129,87
2020-08-14,07,8,5
2020-08-14,08,3,1
2020-08-14,09,0,1
2020-08-14,10,17,5
2020-08-14,11,7,6
2020-08-14,12,5,3
2020-08-14,13,476,253
2020-08-14,14,13,8
2020-08-14,15,0,0
2020-08-14,16,0,1
2020-08-14,17,6,4
2020-08-14,18,7,3
2020-08-14,19,1,2
2020-08-14,21,13,7
2020-08-14,22,1,4
2020-08-14,23,9,4
2020-08-14,24,3,2
2020-08-14,25,17,10
2020-08-14,26,8,7
2020-08-14,27,17,8
2020-08-14,28,6,11
2020-08-14,29,51,20
2020-08-14,2A,1,1
2020-08-14,2B,5,2
2020-08-14,30,49,30
2020-08-14,31,123,76
2020-08-14,32,3,3
2020-08-14,33,58,44
2020-08-14,34,109,70
2020-08-14,35,36,20
2020-08-14,36,8,3
2020-08-14,37,34,13
2020-08-14,38,45,23
2020-08-14,39,6,3
2020-08-14,40,3,3
2020-08-14,41,5,5
2020-08-14,42,26,17
2020-08-14,43,3,2
2020-08-14,44,51,33
2020-08-14,45,63,36
2020-08-14,46,6,2
2020-08-14,47,9,5
2020-08-14,48,3,1
2020-08-14,49,34,18
2020-08-14,50,9,3
2020-08-14,51,17,11
2020-08-14,52,1,1
2020-08-14,53,17,10
2020-08-14,54,14,16
2020-08-14,55,3,3
2020-08-14,56,17,9
2020-08-14,57,31,20
2020-08-14,58,1,1
2020-08-14,59,142,107
2020-08-14,60,21,14
2020-08-14,61,5,4
2020-08-14,62,41,21
2020-08-14,63,13,7
2020-08-14,64,26,14
2020-08-14,65,5,4
2020-08-14,66,7,5
2020-08-14,67,34,19
2020-08-14,68,32,13
2020-08-14,69,136,77
2020-08-14,70,7,4
2020-08-14,71,9,6
2020-08-14,72,109,40
2020-08-14,73,10,5
2020-08-14,74,40,26
2020-08-14,75,304,240
2020-08-14,76,22,16
2020-08-14,77,105,56
2020-08-14,78,106,59
2020-08-14,79,4,2
2020-08-14,80,7,3
2020-08-14,81,19,11
2020-08-14,82,7,4
2020-08-14,83,97,61
2020-08-14,84,24,19
2020-08-14,85,12,5
2020-08-14,86,8,6
2020-08-14,87,5,2
2020-08-14,88,5,7
2020-08-14,89,4,3
2020-08-14,90,3,3
2020-08-14,91,80,69
2020-08-14,92,134,102
2020-08-14,93,172,124
2020-08-14,94,175,110
2020-08-14,95,91,60
2020-08-14,971,26,25
2020-08-14,972,29,18
2020-08-14,973,37,45
2020-08-14,974,60,27
2020-08-14,975,0,0
2020-08-14,976,10,11
2020-08-14,977,0,0
2020-08-14,978,3,5
2020-08-15,01,1,13
2020-08-15,02,0,4
2020-08-15,03,0,2
2020-08-15,04,0,7
2020-08-15,05,2,3
2020-08-15,06,15,85
2020-08-15,07,1,5
2020-08-15,08,3,2
2020-08-15,09,0,1
2020-08-15,10,1,5
2020-08-15,11,1,6
2020-08-15,12,1,3
2020-08-15,13,53,250
2020-08-15,14,9,8
2020-08-15,15,1,0
2020-08-15,16,2,2
2020-08-15,17,3,4
2020-08-15,18,0,2
2020-08-15,19,1,2
2020-08-15,21,10,8
2020-08-15,22,1,4
2020-08-15,23,2,4
2020-08-15,24,0,2
2020-08-15,25,3,10
2020-08-15,26,1,7
2020-08-15,27,6,8
2020-08-15,28,7,11
2020-08-15,29,0,19
2020-08-15,2A,0,1
2020-08-15,2B,0,2
2020-08-15,30,12,30
2020-08-15,31,31,76
2020-08-15,32,1,3
2020-08-15,33,30,47
2020-08-15,34,16,69
2020-08-15,35,5,20
2020-08-15,36,0,3
2020-08-15,37,2,12
2020-08-15,38,5,23
2020-08-15,39,1,2
2020-08-15,40,0,3
2020-08-15,41,1,5
2020-08-15,42,4,16
2020-08-15,43,0,2
2020-08-15,44,11,33
2020-08-15,45,15,35
2020-08-15,46,0,2
2020-08-15,47,2,4
2020-08-15,48,0,1
2020-08-15,49,7,19
2020-08-15,50,1,3
2020-08-15,51,2,11
2020-08-15,52,0,1
2020-08-15,53,6,10
2020-08-15,54,4,14
2020-08-15,55,0,3
2020-08-15,56,3,7
2020-08-15,57,3,20
2020-08-15,58,2,1
2020-08-15,59,18,103
2020-08-15,60,6,14
2020-08-15,61,0,4
2020-08-15,62,3,20
2020-08-15,63,1,7
2020-08-15,64,2,14
2020-08-15,65,0,4
2020-08-15,66,1,5
2020-08-15,67,11,20
2020-08-15,68,7,13
2020-08-15,69,26,78
2020-08-15,70,1,4
2020-08-15,71,1,5
2020-08-15,72,35,42
2020-08-15,73,3,5
2020-08-15,74,0,24
2020-08-15,75,72,229
2020-08-15,76,20,17
2020-08-15,77,8,53
2020-08-15,78,15,59
2020-08-15,79,1,2
2020-08-15,80,0,3
2020-08-15,81,6,11
2020-08-15,82,1,4
2020-08-15,83,9,59
2020-08-15,84,6,19
2020-08-15,85,1,5
2020-08-15,86,1,5
2020-08-15,87,1,2
2020-08-15,88,0,7
2020-08-15,89,3,3
2020-08-15,90,1,3
2020-08-15,91,18,68
2020-08-15,92,22,101
2020-08-15,93,38,121
2020-08-15,94,23,109
2020-08-15,95,19,59
2020-08-15,971,10,25
2020-08-15,972,0,18
2020-08-15,973,26,44
2020-08-15,974,20,29
2020-08-15,975,0,0
2020-08-15,976,6,11
2020-08-15,977,0,0
2020-08-15,978,1,5
2020-08-16,01,0,13
2020-08-16,02,1,4
2020-08-16,03,0,2
2020-08-16,04,0,7
2020-08-16,05,3,3
2020-08-16,06,3,85
2020-08-16,07,0,5
2020-08-16,08,1,2
2020-08-16,09,0,1
2020-08-16,10,0,5
2020-08-16,11,0,6
2020-08-16,12,0,3
2020-08-16,13,52,256
2020-08-16,14,2,8
2020-08-16,15,0,0
2020-08-16,16,2,2
2020-08-16,17,2,4
